0	-0	-1.5
0.01	-0.03	-3.25
0.02	-0.06	-3
0.03	-0.09	-3
0.04	-0.12	-3
0.05	-0.15	-3
0.06	-0.18	-3
0.07	-0.21	-3
0.08	-0.24	-3
0.09	-0.27	-3
0.1	-0.3	-3
0.11	-0.33	-3
0.12	-0.36	-3
0.13	-0.39	-3
0.14	-0.42	-3
0.15	-0.45	-3
0.16	-0.48	-3
0.17	-0.51	-3
0.18	-0.54	-3
0.19	-0.57	-3
0.2	-0.6	-3
0.21	-0.63	-3
0.22	-0.66	-3
0.23	-0.69	-3
0.24	-0.72	-3
0.25	-0.75	-3
0.26	-0.78	-3
0.27	-0.81	-3
0.28	-0.84	-3
0.29	-0.87	-3
0.3	-0.9	-3
0.31	-0.93	-3
0.32	-0.96	-3
0.33	-0.99	-3
0.34	-1.02	-3
0.35	-1.05	-3
0.36	-1.08	-3
0.37	-1.11	-3
0.38	-1.14	-3
0.39	-1.17	-3
0.4	-1.2	-3
0.41	-1.23	-3
0.42	-1.26	-3
0.43	-1.29	-3
0.44	-1.32	-3
0.45	-1.35	-3
0.46	-1.38	-3
0.47	-1.41	-3
0.48	-1.44	-3
0.49	-1.47	-3
0.5	-1.5	-3
0.51	-1.53	-3
0.52	-1.56	-3
0.53	-1.59	-3
0.54	-1.62	-3
0.55	-1.65	-3
0.56	-1.68	-3
0.57	-1.71	-3
0.58	-1.74	-3
0.59	-1.77	-3
0.6	-1.8	-3
0.61	-1.83	-3
0.62	-1.86	-3
0.63	-1.89	-3
0.64	-1.92	-3
0.65	-1.95	-3
0.66	-1.98	-3
0.67	-2.01	-3
0.68	-2.04	-3
0.69	-2.07	-3
0.7	-2.1	-3
0.71	-2.13	-3
0.72	-2.16	-3
0.73	-2.19	-3
0.74	-2.22	-3
0.75	-2.25	-3
0.76	-2.28	-3
0.77	-2.31	-3
0.78	-2.34	-3
0.79	-2.37	-3
0.8	-2.4	-3
0.81	-2.43	-3
0.82	-2.46	-3
0.83	-2.49	-3
0.84	-2.52	-3
0.85	-2.55	-3
0.86	-2.58	-3
0.87	-2.61	-3
0.88	-2.64	-3
0.89	-2.67	-3
0.9	-2.7	-3
0.91	-2.73	-3
0.92	-2.76	-3
0.93	-2.79	-3
0.94	-2.82	-3
0.95	-2.85	-3
0.96	-2.88	-3
0.97	-2.91	-3
0.98	-2.94	-3
0.99	-2.97	-3
1	-3	-3
1.01	-3.03	-3
1.02	-3.06	-3
1.03	-3.09	-3
1.04	-3.12	-3
1.05	-3.15	-3
1.06	-3.18	-3
1.07	-3.21	-3
1.08	-3.24	-3
1.09	-3.27	-3
1.1	-3.3	-3
1.11	-3.33	-3
1.12	-3.36	-3
1.13	-3.39	-3
1.14	-3.42	-3
1.15	-3.45	-3
1.16	-3.48	-3
1.17	-3.51	-3
1.18	-3.54	-3
1.19	-3.57	-3
1.2	-3.6	-3
1.21	-3.63	-3
1.22	-3.66	-3
1.23	-3.69	-3
1.24	-3.72	-3
1.25	-3.75	-3
1.26	-3.78	-3
1.27	-3.81	-3
1.28	-3.84	-3
1.29	-3.87	-3
1.3	-3.9	-3
1.31	-3.93	-3
1.32	-3.96	-3
1.33	-3.99	-3
1.34	-4.02	-3
1.35	-4.05	-3
1.36	-4.08	-3
1.37	-4.11	-3
1.38	-4.14	-3
1.39	-4.17	-3
1.4	-4.2	-3
1.41	-4.23	-3
1.42	-4.26	-3
1.43	-4.29	-3
1.44	-4.32	-3
1.45	-4.35	-3
1.46	-4.38	-3
1.47	-4.41	-3
1.48	-4.44	-3
1.49	-4.47	-3
1.5	-4.5	-3
1.51	-4.53	-3
1.52	-4.56	-3
1.53	-4.59	-3
1.54	-4.62	-3
1.55	-4.65	-3
1.56	-4.68	-3
1.57	-4.71	-3
1.58	-4.74	-3
1.59	-4.77	-3
1.6	-4.8	-3
1.61	-4.83	-3
1.62	-4.86	-3
1.63	-4.89	-3
1.64	-4.92	-3
1.65	-4.95	-3
1.66	-4.98	-3
1.67	-5.01	-3
1.68	-5.04	-3
1.69	-5.07	-3
1.7	-5.1	-3
1.71	-5.13	-3
1.72	-5.16	-3
1.73	-5.19	-3
1.74	-5.22	-3
1.75	-5.25	-3
1.76	-5.28	-3
1.77	-5.31	-3
1.78	-5.34	-3
1.79	-5.37	-3
1.8	-5.4	-3
1.81	-5.43	-3
1.82	-5.46	-3
1.83	-5.49	-3
1.84	-5.52	-3
1.85	-5.55	-3
1.86	-5.58	-3
1.87	-5.61	-3
1.88	-5.64	-3
1.89	-5.67	-3
1.9	-5.7	-3
1.91	-5.73	-3
1.92	-5.76	-3
1.93	-5.79	-3
1.94	-5.82	-3
1.95	-5.85	-3
1.96	-5.88	-3
1.97	-5.91	-3
1.98	-5.94	-3
1.99	-5.97	-3
2	-6	-3
2.01	-6.03	-3
2.02	-6.06	-3
2.03	-6.09	-3
2.04	-6.12	-3
2.05	-6.15	-3
2.06	-6.18	-3
2.07	-6.21	-3
2.08	-6.24	-3
2.09	-6.27	-3
2.1	-6.3	-3
2.11	-6.33	-3
2.12	-6.36	-3
2.13	-6.39	-3
2.14	-6.42	-3
2.15	-6.45	-3
2.16	-6.48	-3
2.17	-6.51	-3
2.18	-6.54	-3
2.19	-6.57	-3
2.2	-6.6	-3
2.21	-6.63	-3
2.22	-6.66	-3
2.23	-6.69	-3
2.24	-6.72	-3
2.25	-6.75	-3
2.26	-6.78	-3
2.27	-6.81	-3
2.28	-6.84	-3
2.29	-6.87	-3
2.3	-6.9	-3
2.31	-6.93	-3
2.32	-6.96	-3
2.33	-6.99	-3
2.34	-7.02	-3
2.35	-7.05	-3
2.36	-7.08	-3
2.37	-7.11	-3
2.38	-7.14	-3
2.39	-7.17	-3
2.4	-7.2	-3
2.41	-7.23	-3
2.42	-7.26	-3
2.43	-7.29	-3
2.44	-7.32	-3
2.45	-7.35	-3
2.46	-7.38	-3
2.47	-7.41	-3
2.48	-7.44	-3
2.49	-7.47	-3
2.5	-7.5	-3
2.51	-7.53	-3
2.52	-7.56	-3
2.53	-7.59	-3
2.54	-7.62	-3
2.55	-7.65	-3
2.56	-7.68	-3
2.57	-7.71	-3
2.58	-7.74	-3
2.59	-7.77	-3
2.6	-7.8	-3
2.61	-7.83	-3
2.62	-7.86	-3
2.63	-7.89	-3
2.64	-7.92	-3
2.65	-7.95	-3
2.66	-7.98	-3
2.67	-8.01	-3
2.68	-8.04	-3
2.69	-8.07	-3
2.7	-8.1	-3
2.71	-8.13	-3
2.72	-8.16	-3
2.73	-8.19	-3
2.74	-8.22	-3
2.75	-8.25	-3
2.76	-8.28	-3
2.77	-8.31	-3
2.78	-8.34	-3
2.79	-8.37	-3
2.8	-8.4	-3
2.81	-8.43	-3
2.82	-8.46	-3
2.83	-8.49	-3
2.84	-8.52	-3
2.85	-8.55	-3
2.86	-8.58	-3
2.87	-8.61	-3
2.88	-8.64	-3
2.89	-8.67	-3
2.9	-8.7	-3
2.91	-8.73	-3
2.92	-8.76	-3
2.93	-8.79	-3
2.94	-8.82	-3
2.95	-8.85	-3
2.96	-8.88	-3
2.97	-8.91	-3
2.98	-8.94	-3
2.99	-8.97	-3
3	-9	-3
3.01	-9.03	-3
3.02	-9.06	-3
3.03	-9.09	-3
3.04	-9.12	-3
3.05	-9.15	-3
3.06	-9.18	-3
3.07	-9.21	-3
3.08	-9.24	-3
3.09	-9.27	-3
3.1	-9.3	-3
3.11	-9.33	-3
3.12	-9.36	-3
3.13	-9.39	-3
3.14	-9.42	-3
3.15	-9.45	-3
3.16	-9.48	-3
3.17	-9.51	-3
3.18	-9.54	-3
3.19	-9.57	-3
3.2	-9.6	-3
3.21	-9.63	-3
3.22	-9.66	-3
3.23	-9.69	-3
3.24	-9.72	-3
3.25	-9.75	-3
3.26	-9.78	-3
3.27	-9.81	-3
3.28	-9.84	-3
3.29	-9.87	-3
3.3	-9.9	-3
3.31	-9.93	-3
3.32	-9.96	-3
3.33	-9.99	-3
3.34	-10.02	-3
3.35	-10.05	-3
3.36	-10.08	-3
3.37	-10.11	-3
3.38	-10.14	-3
3.39	-10.17	-3
3.4	-10.2	-3
3.41	-10.23	-3
3.42	-10.26	-3
3.43	-10.29	-3
3.44	-10.32	-3
3.45	-10.35	-3
3.46	-10.38	-3
3.47	-10.41	-3
3.48	-10.44	-3
3.49	-10.47	-3
3.5	-10.5	-3
3.51	-10.53	-3
3.52	-10.56	-3
3.53	-10.59	-3
3.54	-10.62	-3
3.55	-10.65	-3
3.56	-10.68	-3
3.57	-10.71	-3
3.58	-10.74	-3
3.59	-10.77	-3
3.6	-10.8	-3
3.61	-10.83	-3
3.62	-10.86	-3
3.63	-10.89	-3
3.64	-10.92	-3
3.65	-10.95	-3
3.66	-10.98	-3
3.67	-11.01	-3
3.68	-11.04	-3
3.69	-11.07	-3
3.7	-11.1	-3
3.71	-11.13	-3
3.72	-11.16	-3
3.73	-11.19	-3
3.74	-11.22	-3
3.75	-11.25	-3
3.76	-11.28	-3
3.77	-11.31	-3
3.78	-11.34	-3
3.79	-11.37	-3
3.8	-11.4	-3
3.81	-11.43	-3
3.82	-11.46	-3
3.83	-11.49	-3
3.84	-11.52	-3
3.85	-11.55	-3
3.86	-11.58	-3
3.87	-11.61	-3
3.88	-11.64	-3
3.89	-11.67	-3
3.9	-11.7	-3
3.91	-11.73	-3
3.92	-11.76	-3
3.93	-11.79	-3
3.94	-11.82	-3
3.95	-11.85	-3
3.96	-11.88	-3
3.97	-11.91	-3
3.98	-11.94	-3
3.99	-11.97	-3
4	-12	-3
4.01	-12.03	-3
4.02	-12.06	-3
4.03	-12.09	-3
4.04	-12.12	-3
4.05	-12.15	-3
4.06	-12.18	-3
4.07	-12.21	-3
4.08	-12.24	-3
4.09	-12.27	-3
4.1	-12.3	-3
4.11	-12.33	-3
4.12	-12.36	-3
4.13	-12.39	-3
4.14	-12.42	-3
4.15	-12.45	-3
4.16	-12.48	-3
4.17	-12.51	-3
4.18	-12.54	-3
4.19	-12.57	-3
4.2	-12.6	-3
4.21	-12.63	-3
4.22	-12.66	-3
4.23	-12.69	-3
4.24	-12.72	-3
4.25	-12.75	-3
4.26	-12.78	-3
4.27	-12.81	-3
4.28	-12.84	-3
4.29	-12.87	-3
4.3	-12.9	-3
4.31	-12.93	-3
4.32	-12.96	-3
4.33	-12.99	-3
4.34	-13.02	-3
4.35	-13.05	-3
4.36	-13.08	-3
4.37	-13.11	-3
4.38	-13.14	-3
4.39	-13.17	-3
4.4	-13.2	-3
4.41	-13.23	-3
4.42	-13.26	-3
4.43	-13.29	-3
4.44	-13.32	-3
4.45	-13.35	-3
4.46	-13.38	-3
4.47	-13.41	-3
